,Member Rating.1,Opens,Bounce Type,campaign_id,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,email_id
324,2.0,0.0,sent,2.0,1760,1723,31,6,37,584
325,2.0,0.0,sent,2.0,1760,1723,31,6,37,643
326,3.0,0.0,sent,2.0,1760,1723,31,6,37,1306
327,2.0,0.0,sent,2.0,1760,1723,31,6,37,232
328,2.0,0.0,sent,2.0,1760,1723,31,6,37,1500
329,2.0,0.0,sent,2.0,1760,1723,31,6,37,847
330,2.0,0.0,sent,2.0,1760,1723,31,6,37,1344
331,2.0,0.0,sent,2.0,1760,1723,31,6,37,1313
332,2.0,0.0,sent,2.0,1760,1723,31,6,37,155
333,2.0,0.0,sent,2.0,1760,1723,31,6,37,601
334,2.0,0.0,sent,2.0,1760,1723,31,6,37,362
335,2.0,0.0,sent,2.0,1760,1723,31,6,37,1564
336,2.0,0.0,sent,2.0,1760,1723,31,6,37,1536
337,2.0,0.0,sent,2.0,1760,1723,31,6,37,1166
338,2.0,0.0,sent,2.0,1760,1723,31,6,37,1421
339,3.0,0.0,sent,2.0,1760,1723,31,6,37,183
340,2.0,0.0,sent,2.0,1760,1723,31,6,37,1308
341,2.0,0.0,sent,2.0,1760,1723,31,6,37,928
342,2.0,0.0,sent,2.0,1760,1723,31,6,37,1540
343,3.0,0.0,sent,2.0,1760,1723,31,6,37,51
344,2.0,0.0,sent,2.0,1760,1723,31,6,37,436
345,2.0,0.0,sent,2.0,1760,1723,31,6,37,370
346,2.0,0.0,sent,2.0,1760,1723,31,6,37,684
347,2.0,0.0,sent,2.0,1760,1723,31,6,37,1482
348,2.0,0.0,sent,2.0,1760,1723,31,6,37,1462
349,2.0,0.0,sent,2.0,1760,1723,31,6,37,245
350,2.0,0.0,sent,2.0,1760,1723,31,6,37,1559
351,2.0,0.0,sent,2.0,1760,1723,31,6,37,785
352,2.0,0.0,sent,2.0,1760,1723,31,6,37,1082
353,2.0,0.0,sent,2.0,1760,1723,31,6,37,1528
354,2.0,0.0,sent,2.0,1760,1723,31,6,37,961
355,2.0,0.0,sent,2.0,1760,1723,31,6,37,1234
356,2.0,0.0,sent,2.0,1760,1723,31,6,37,487
357,2.0,0.0,sent,2.0,1760,1723,31,6,37,1415
358,2.0,0.0,sent,2.0,1760,1723,31,6,37,825
359,2.0,0.0,sent,2.0,1760,1723,31,6,37,20
360,2.0,0.0,sent,2.0,1760,1723,31,6,37,1285
361,2.0,0.0,sent,2.0,1760,1723,31,6,37,59
362,2.0,0.0,sent,2.0,1760,1723,31,6,37,749
363,2.0,0.0,sent,2.0,1760,1723,31,6,37,1520
364,1.0,0.0,sent,2.0,1760,1723,31,6,37,1091
365,2.0,0.0,sent,2.0,1760,1723,31,6,37,931
366,2.0,0.0,sent,2.0,1760,1723,31,6,37,1416
367,2.0,0.0,sent,2.0,1760,1723,31,6,37,1109
368,2.0,0.0,sent,2.0,1760,1723,31,6,37,1227
369,2.0,0.0,sent,2.0,1760,1723,31,6,37,251
370,2.0,0.0,sent,2.0,1760,1723,31,6,37,1508
371,2.0,0.0,sent,2.0,1760,1723,31,6,37,679
372,2.0,0.0,sent,2.0,1760,1723,31,6,37,1569
373,2.0,0.0,sent,2.0,1760,1723,31,6,37,819
374,2.0,0.0,sent,2.0,1760,1723,31,6,37,799
375,2.0,0.0,sent,2.0,1760,1723,31,6,37,666
376,2.0,0.0,sent,2.0,1760,1723,31,6,37,962
377,2.0,0.0,sent,2.0,1760,1723,31,6,37,952
378,2.0,0.0,sent,2.0,1760,1723,31,6,37,1694
379,2.0,0.0,sent,2.0,1760,1723,31,6,37,1099
380,2.0,0.0,sent,2.0,1760,1723,31,6,37,28
381,2.0,0.0,sent,2.0,1760,1723,31,6,37,1297
382,2.0,0.0,sent,2.0,1760,1723,31,6,37,1205
383,2.0,0.0,sent,2.0,1760,1723,31,6,37,856
384,2.0,0.0,sent,2.0,1760,1723,31,6,37,1476
385,2.0,0.0,sent,2.0,1760,1723,31,6,37,853
386,2.0,0.0,sent,2.0,1760,1723,31,6,37,1220
387,2.0,0.0,sent,2.0,1760,1723,31,6,37,818
388,2.0,0.0,sent,2.0,1760,1723,31,6,37,548
389,2.0,0.0,sent,2.0,1760,1723,31,6,37,1608
390,2.0,0.0,sent,2.0,1760,1723,31,6,37,364
391,2.0,0.0,sent,2.0,1760,1723,31,6,37,1552
392,2.0,0.0,sent,2.0,1760,1723,31,6,37,312
393,2.0,0.0,sent,2.0,1760,1723,31,6,37,308
394,2.0,0.0,sent,2.0,1760,1723,31,6,37,1679
395,2.0,0.0,sent,2.0,1760,1723,31,6,37,806
396,2.0,0.0,sent,2.0,1760,1723,31,6,37,1209
397,2.0,0.0,sent,2.0,1760,1723,31,6,37,366
398,2.0,0.0,sent,2.0,1760,1723,31,6,37,1294
399,1.0,0.0,sent,2.0,1760,1723,31,6,37,315
400,2.0,0.0,sent,2.0,1760,1723,31,6,37,1269
401,2.0,0.0,sent,2.0,1760,1723,31,6,37,30
402,1.0,0.0,sent,2.0,1760,1723,31,6,37,1379
403,1.0,0.0,sent,2.0,1760,1723,31,6,37,481
404,1.0,0.0,sent,2.0,1760,1723,31,6,37,1560
405,2.0,0.0,sent,2.0,1760,1723,31,6,37,1485
406,2.0,0.0,sent,2.0,1760,1723,31,6,37,1426
407,2.0,0.0,sent,2.0,1760,1723,31,6,37,701
408,2.0,0.0,sent,2.0,1760,1723,31,6,37,1247
409,2.0,0.0,sent,2.0,1760,1723,31,6,37,470
410,2.0,0.0,sent,2.0,1760,1723,31,6,37,512
411,2.0,0.0,sent,2.0,1760,1723,31,6,37,763
412,2.0,0.0,sent,2.0,1760,1723,31,6,37,865
413,2.0,0.0,sent,2.0,1760,1723,31,6,37,743
414,2.0,0.0,sent,2.0,1760,1723,31,6,37,23
415,2.0,0.0,sent,2.0,1760,1723,31,6,37,1362
416,2.0,0.0,sent,2.0,1760,1723,31,6,37,1174
417,2.0,0.0,sent,2.0,1760,1723,31,6,37,1441
418,2.0,0.0,sent,2.0,1760,1723,31,6,37,546
419,2.0,0.0,sent,2.0,1760,1723,31,6,37,1390
420,2.0,0.0,sent,2.0,1760,1723,31,6,37,899
421,2.0,0.0,sent,2.0,1760,1723,31,6,37,872
422,2.0,0.0,sent,2.0,1760,1723,31,6,37,390
423,2.0,0.0,sent,2.0,1760,1723,31,6,37,408
424,4.0,0.0,sent,2.0,1760,1723,31,6,37,1400
425,2.0,0.0,sent,2.0,1760,1723,31,6,37,955
426,3.0,0.0,sent,2.0,1760,1723,31,6,37,1592
427,3.0,0.0,sent,2.0,1760,1723,31,6,37,751
428,2.0,0.0,sent,2.0,1760,1723,31,6,37,1252
429,2.0,0.0,sent,2.0,1760,1723,31,6,37,1547
430,2.0,0.0,sent,2.0,1760,1723,31,6,37,786
431,2.0,0.0,sent,2.0,1760,1723,31,6,37,646
432,2.0,0.0,sent,2.0,1760,1723,31,6,37,1333
433,2.0,0.0,sent,2.0,1760,1723,31,6,37,1081
